Car No	Destination of block	Inbound Train No	ArrivalDay No	arriving time at receivingarea	Receiving track No	Starting time of humping job	    Ending time of humping job	Departure Day No	Pull back engine No	Starting time of pull back job	Ending time of pull back job	Departure time at departure area	    outbound Train No	Departure track No
31	AN	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,0:57	Day16,1:7	Day16,1:52	o1425	D1
36	AN	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,0:57	Day16,1:7	Day16,1:52	o1425	D1
43	AN	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,0:57	Day16,1:7	Day16,1:52	o1425	D1
64	AN	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,0:57	Day16,1:7	Day16,1:52	o1425	D1
26	AN	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,0:57	Day16,1:7	Day16,1:52	o1425	D1
80	AN	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,0:57	Day16,1:7	Day16,1:52	o1425	D1
19	AJ	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
27	AJ	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
34	AJ	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
60	AJ	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
89	AJ	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
27	AJ	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
97	AJ	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
1	AJ	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
34	AJ	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
39	AJ	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
57	AJ	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
86	AJ	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
6	AJ	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
14	AJ	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
21	AJ	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
39	AJ	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
53	AJ	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
99	AJ	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
1	AJ	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
25	AJ	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
35	AJ	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
37	AJ	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
42	AJ	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
74	AJ	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
27	AJ	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
66	AJ	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,0:57	Day16,1:7	Day16,2:2	o1426	D3
12	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
32	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
35	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
42	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
61	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
68	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
73	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
84	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
97	AW	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
5	AW	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
32	AW	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
47	AW	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
85	AW	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
10	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
18	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
28	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
47	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
48	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
52	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
60	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
64	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
69	AW	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
18	AW	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
36	AW	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
45	AW	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
59	AW	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
63	AW	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
72	AW	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,1:44	Day16,1:54	Day16,2:39	o1427	D2
3	AA	i388	15	Day15,15:12	R6	Day15,15:57	Day15,16:43	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
45	AA	i388	15	Day15,15:12	R6	Day15,15:57	Day15,16:43	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
13	AA	i386	15	Day15,12:53	R3	Day15,16:53	Day15,17:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
23	AA	i386	15	Day15,12:53	R3	Day15,16:53	Day15,17:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
10	AA	i391	15	Day15,16:19	R5	Day15,17:39	Day15,18:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
21	AA	i391	15	Day15,16:19	R5	Day15,17:39	Day15,18:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
37	AA	i391	15	Day15,16:19	R5	Day15,17:39	Day15,18:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
64	AA	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
110	AA	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
125	AA	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
59	AA	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
72	AA	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
75	AA	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
78	AA	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
11	AA	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
91	AA	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
56	AA	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
90	AA	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
100	AA	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
55	AA	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
21	AA	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
75	AA	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
5	AA	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
32	AA	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
66	AA	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
73	AA	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
75	AA	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,1:44	Day16,1:54	Day16,2:49	o1428	D4
22	AP	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
38	AP	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
39	AP	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
40	AP	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
49	AP	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
63	AP	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
78	AP	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
10	AP	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
23	AP	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
47	AP	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
49	AP	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
64	AP	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
4	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
7	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
17	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
34	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
39	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
57	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
76	AP	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
4	AP	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
20	AP	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
53	AP	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
54	AP	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
74	AP	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
16	AP	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
30	AP	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
51	AP	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
21	AP	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
24	AP	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
40	AP	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
56	AP	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
61	AP	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,2:30	Day16,2:40	Day16,3:25	o1429	D1
13	AY	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
30	AY	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
45	AY	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
2	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
26	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
48	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
64	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
74	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
94	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
97	AY	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
13	AY	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
45	AY	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
83	AY	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
93	AY	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
95	AY	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
10	AY	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
15	AY	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
71	AY	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
82	AY	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
5	AY	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
6	AY	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
34	AY	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
61	AY	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
79	AY	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
20	AY	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
54	AY	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
56	AY	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
33	AY	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
69	AY	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
71	AY	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	2	Day16,2:30	Day16,2:40	Day16,3:35	o1430	D3
8	BF	i388	15	Day15,15:12	R6	Day15,15:57	Day15,16:43	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
26	BF	i388	15	Day15,15:12	R6	Day15,15:57	Day15,16:43	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
51	BF	i388	15	Day15,15:12	R6	Day15,15:57	Day15,16:43	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
52	BF	i386	15	Day15,12:53	R3	Day15,16:53	Day15,17:29	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
66	BF	i386	15	Day15,12:53	R3	Day15,16:53	Day15,17:29	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
31	BF	i391	15	Day15,16:19	R5	Day15,17:39	Day15,18:29	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
16	BF	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
19	BF	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
116	BF	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
56	BF	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
80	BF	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
86	BF	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
46	BF	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
14	BF	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
47	BF	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
73	BF	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
33	BF	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
78	BF	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
86	BF	i393	15	Day15,16:53	R9	Day15,22:35	Day15,23:20	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
33	BF	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
89	BF	i397	15	Day15,17:17	R10	Day15,23:30	Day16,0:11	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
38	BF	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
57	BF	i400	15	Day15,17:43	R3	Day16,0:21	Day16,0:57	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
9	BF	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
52	BF	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
57	BF	i401	15	Day15,19:48	R5	Day16,1:7	Day16,1:44	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
19	BF	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
34	BF	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
44	BF	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
55	BF	i406	15	Day15,20:44	R6	Day16,1:54	Day16,2:30	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
32	BF	i385	15	Day15,12:31	R2	Day16,2:40	Day16,3:12	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
41	BF	i385	15	Day15,12:31	R2	Day16,2:40	Day16,3:12	16	1	Day16,3:12	Day16,3:22	Day16,4:7	o1431	D2
47	AC	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
55	AC	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
59	AC	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
63	AC	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
91	AC	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
104	AC	i395	15	Day15,17:5	R6	Day15,18:39	Day15,19:38	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
97	AC	i403	15	Day15,18:46	R5	Day15,19:48	Day15,20:34	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
47	AC	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
52	AC	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
57	AC	i404	15	Day15,18:52	R6	Day15,20:44	Day15,21:29	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
3	AC	i392	15	Day15,16:37	R8	Day15,21:39	Day15,22:25	16	2	Day16,3:12	Day16,3:22	Day16,4:17	o1432	D4
