outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o870	10	2	Day10,8:16	Day10,8:26	Day10,9:31	3	1	7	AM(7);
o871	10	1	Day10,8:21	Day10,8:46	Day10,9:41	5	2	11	AL(6);AI(5);
o872	10	2	Day10,8:26	Day10,8:51	Day10,9:51	7	2	8	AQ(5);BD(3);
o873	10	2	Day10,9:1	Day10,9:11	Day10,10:1	6	1	4	AT(4);
o874	10	1	Day10,8:51	Day10,9:16	Day10,10:11	4	2	9	AA(5);BC(4);
o875	10	1	Day10,9:21	Day10,9:31	Day10,10:21	1	1	4	AV(4);
o876	10	2	Day10,9:11	Day10,9:51	Day10,10:36	2	3	12	AK(6);AH(4);AT(2);
o877	10	2	Day10,9:51	Day10,10:16	Day10,11:1	5	2	5	AC(3);AX(2);
o878	10	1	Day10,9:31	Day10,10:41	Day10,11:26	3	5	7	AD(3);BA(1);AS(1);AB(1);BB(1);
o879	10	2	Day10,10:16	Day10,10:56	Day10,11:41	4	3	5	AY(2);AW(2);AR(1);
o880	10	1	Day10,10:41	Day10,11:6	Day10,11:51	1	2	2	AP(1);BF(1);
o881	10	2	Day10,10:56	Day10,11:6	Day10,12:1	2	1	1	AM(1);
o882	10	1	Day10,11:6	Day10,11:16	Day10,12:11	5	1	1	AE(1);
o883	10	1	Day10,11:16	Day10,11:26	Day10,12:21	7	1	1	BC(1);
o884	10	2	Day10,11:6	Day10,11:31	Day10,12:31	6	2	2	AN(1);BG(1);
o885	10	2	Day10,11:41	Day10,12:6	Day10,12:51	4	2	13	AV(9);AZ(4);
o886	10	1	Day10,11:26	Day10,12:6	Day10,13:1	3	3	22	AH(11);AK(7);AT(4);
o887	10	2	Day10,12:6	Day10,13:16	Day10,14:1	1	5	23	AN(8);AP(6);BG(5);AA(2);AJ(2);
o888	10	1	Day10,13:39	Day10,14:4	Day10,14:49	2	2	32	AD(22);AB(10);
o889	10	2	Day10,13:39	Day10,14:4	Day10,14:59	3	2	32	AP(21);BF(11);
o890	10	1	Day10,14:4	Day10,14:29	Day10,15:14	1	2	35	AH(20);AK(15);
o891	10	2	Day10,14:4	Day10,14:29	Day10,15:24	4	2	34	AR(18);AY(16);
o892	10	1	Day10,14:29	Day10,14:54	Day10,15:39	5	2	20	AV(18);AZ(2);
o893	10	2	Day10,14:29	Day10,14:54	Day10,15:49	6	2	25	AX(16);AC(9);
o894	10	1	Day10,14:54	Day10,15:19	Day10,16:4	2	2	37	AW(22);AF(15);
o895	10	2	Day10,14:54	Day10,15:19	Day10,16:14	7	2	27	AJ(14);AN(13);
o896	10	1	Day10,15:19	Day10,15:59	Day10,16:44	1	3	29	BE(12);AP(9);AA(8);
o897	10	2	Day10,15:19	Day10,15:59	Day10,16:54	3	3	26	AH(10);AE(9);AK(7);
o898	10	1	Day10,15:59	Day10,16:24	Day10,17:9	4	2	15	BD(8);AQ(7);
o899	10	2	Day10,15:59	Day10,16:39	Day10,17:24	5	3	15	AX(7);AG(5);AC(3);
o900	10	2	Day10,16:58	Day10,17:23	Day10,18:8	1	2	34	AW(22);AR(12);
o901	10	2	Day10,17:23	Day10,17:48	Day10,18:33	3	2	37	AH(21);AK(16);
o902	10	1	Day10,16:24	Day10,17:49	Day10,18:43	2	6	23	BB(7);AU(7);AB(3);AS(3);AD(2);BA(1);
o903	10	2	Day10,17:48	Day10,18:13	Day10,18:58	4	2	22	AV(19);AZ(3);
o904	10	1	Day10,17:49	Day10,18:14	Day10,19:8	5	2	27	BG(16);AN(11);
o905	10	1	Day10,18:14	Day10,18:24	Day10,19:18	6	1	12	AE(12);
o906	10	1	Day10,18:24	Day10,18:34	Day10,19:28	7	1	11	AM(11);
o907	10	2	Day10,18:13	Day10,18:53	Day10,19:38	1	3	24	AX(14);AC(7);AG(3);
o908	10	1	Day10,18:34	Day10,18:59	Day10,19:48	3	2	21	AY(11);AF(10);
o909	10	1	Day10,18:59	Day10,19:9	Day10,19:58	4	1	10	AT(10);
o910	10	2	Day10,18:53	Day10,19:33	Day10,20:18	2	3	28	AJ(10);BC(9);AP(9);
o911	10	2	Day10,19:33	Day10,19:58	Day10,20:43	6	2	14	BE(7);AA(7);
o912	10	1	Day10,19:9	Day10,20:4	Day10,20:53	5	4	27	AD(9);AB(8);AU(6);BB(4);
o913	10	2	Day10,19:58	Day10,20:8	Day10,21:3	1	1	6	BF(6);
o914	10	1	Day10,20:4	Day10,20:29	Day10,21:14	3	2	8	AL(6);AI(2);
o915	10	2	Day10,20:8	Day10,20:33	Day10,21:24	4	2	5	AS(4);BA(1);
o916	10	2	Day10,20:33	Day10,20:43	Day10,21:34	7	1	2	AO(2);
o917	10	2	Day10,20:43	Day10,20:53	Day10,21:44	6	1	6	AV(6);
o918	10	1	Day10,20:29	Day10,20:54	Day10,21:54	2	2	4	AQ(3);BD(1);
o919	10	2	Day10,20:53	Day10,21:33	Day10,22:18	5	3	16	AF(6);AW(5);AY(5);
o920	10	1	Day10,21:3	Day10,21:43	Day10,22:28	1	3	7	AH(4);AK(2);AE(1);
o921	10	2	Day10,21:33	Day10,22:13	Day10,22:58	3	3	5	BF(3);AP(1);BE(1);
o922	11	1	Day10,21:43	Day10,22:23	Day10,23:8	4	3	7	AJ(3);AN(2);BC(2);
o923	11	1	Day10,22:23	Day10,22:33	Day10,23:18	5	1	2	AM(2);
o924	11	1	Day10,22:33	Day10,22:58	Day10,23:43	1	2	3	AX(2);AC(1);
o925	11	1	Day10,22:58	Day10,23:8	Day10,23:53	3	1	1	BG(1);
o926	11	1	Day10,23:8	Day10,23:18	Day11,0:3	4	1	1	AR(1);
o927	11	2	Day10,22:13	Day10,23:23	Day11,0:13	2	5	9	BB(3);AS(2);AB(2);AD(1);AU(1);
o928	11	1	Day10,23:18	Day10,23:28	Day11,0:23	5	1	1	AT(1);
o929	11	2	Day10,23:23	Day10,23:33	Day11,0:33	6	1	1	AQ(1);
o930	11	1	Day10,23:28	Day10,23:38	Day11,0:43	7	1	1	AO(1);
o931	11	2	Day10,23:43	Day11,0:23	Day11,1:8	1	3	11	AH(6);AK(3);AE(2);
o932	11	1	Day10,23:53	Day11,0:33	Day11,1:18	3	3	10	AP(6);BF(3);BE(1);
o933	11	2	Day11,0:23	Day11,1:3	Day11,1:48	2	3	9	AR(5);AW(3);AY(1);
o934	11	2	Day11,1:3	Day11,1:13	Day11,1:58	5	1	4	AV(4);
o935	11	1	Day11,0:33	Day11,1:43	Day11,2:28	4	5	11	AD(5);AF(2);BB(2);AS(1);AB(1);
o936	11	2	Day11,1:13	Day11,1:53	Day11,2:38	1	3	5	AX(3);AC(1);AG(1);
o937	11	1	Day11,1:43	Day11,2:8	Day11,2:53	3	2	3	AQ(2);BD(1);
o938	11	1	Day11,2:8	Day11,2:18	Day11,3:3	5	1	1	AL(1);
o939	11	1	Day11,2:18	Day11,2:28	Day11,3:13	6	1	1	AM(1);
o940	11	2	Day11,1:53	Day11,2:33	Day11,3:23	2	3	5	BC(2);AA(2);AN(1);
o941	11	1	Day11,2:28	Day11,3:8	Day11,3:53	4	3	10	AH(6);AK(2);AE(2);
o942	11	1	Day11,3:8	Day11,3:18	Day11,4:3	1	1	4	AV(4);
o943	11	2	Day11,2:33	Day11,3:43	Day11,4:28	7	5	16	AF(4);BB(4);AD(3);AS(3);AU(2);
o944	11	1	Day11,3:18	Day11,3:58	Day11,4:43	3	3	9	BF(4);AP(3);BE(2);
o945	11	2	Day11,3:43	Day11,4:8	Day11,4:53	2	2	6	AX(4);AC(2);
o946	11	1	Day11,3:58	Day11,4:38	Day11,5:23	4	3	6	AW(3);AY(2);AR(1);
o947	11	2	Day11,4:30	Day11,4:40	Day11,5:33	1	1	46	AH(46);
o948	11	1	Day11,4:38	Day11,4:48	Day11,5:43	5	1	38	AW(38);
o949	11	2	Day11,4:40	Day11,4:50	Day11,5:53	6	1	34	AP(34);
o950	11	1	Day11,4:48	Day11,4:58	Day11,6:3	3	1	33	AV(33);
o951	11	2	Day11,4:50	Day11,5:0	Day11,6:13	7	1	25	AK(25);
o952	11	1	Day11,4:58	Day11,5:23	Day11,6:23	2	2	45	AJ(24);AN(21);
o953	11	2	Day11,5:23	Day11,5:48	Day11,6:33	4	2	46	AF(23);AY(23);
o954	11	1	Day11,5:33	Day11,5:58	Day11,6:43	1	2	32	AX(22);AC(10);
o955	11	2	Day11,5:48	Day11,5:58	Day11,6:53	5	1	21	AR(21);
o956	11	1	Day11,5:58	Day11,6:8	Day11,7:3	6	1	20	AE(20);
o957	11	2	Day11,6:3	Day11,6:28	Day11,7:13	3	2	35	AA(18);BE(17);
o958	11	1	Day11,6:13	Day11,6:38	Day11,7:23	7	2	29	BB(17);AS(12);
o959	11	1	Day11,6:38	Day11,6:48	Day11,7:33	4	1	13	BG(13);
o960	11	2	Day11,6:28	Day11,6:53	Day11,7:43	2	2	22	AQ(16);BD(6);
o961	11	2	Day11,6:53	Day11,7:3	Day11,7:53	5	1	10	BF(10);
o962	11	1	Day11,6:48	Day11,7:28	Day11,8:13	1	3	32	AD(12);AU(11);AB(9);
o963	11	2	Day11,7:3	Day11,7:28	Day11,8:23	6	2	11	AL(9);AI(2);
o964	11	1	Day11,7:28	Day11,7:38	Day11,8:33	3	1	9	AT(9);
o965	11	2	Day11,7:28	Day11,7:38	Day11,8:43	7	1	9	AG(9);
o966	11	1	Day11,7:38	Day11,7:48	Day11,8:53	4	1	6	AM(6);
o967	11	2	Day11,7:43	Day11,7:53	Day11,9:3	2	1	6	BC(6);
o968	11	1	Day11,7:53	Day11,8:3	Day11,9:13	5	1	4	AZ(4);
o969	11	2	Day11,8:13	Day11,8:23	Day11,9:23	1	1	2	BA(2);
o970	11	1	Day11,8:23	Day11,8:33	Day11,9:33	6	1	1	AO(1);
o971	11	1	Day11,8:43	Day11,8:53	Day11,9:43	7	1	3	AZ(3);
o972	11	2	Day11,8:33	Day11,8:58	Day11,9:53	3	2	7	AH(4);AE(3);
o973	11	1	Day11,8:53	Day11,9:48	Day11,10:33	4	4	7	AD(3);AF(2);BB(1);AU(1);
o974	11	2	Day11,9:3	Day11,9:58	Day11,10:43	2	4	7	AJ(3);BG(2);AA(1);AN(1);
o975	11	1	Day11,9:48	Day11,10:13	Day11,10:58	1	2	5	AX(3);AC(2);
o976	11	2	Day11,9:58	Day11,10:23	Day11,11:8	3	2	3	AQ(2);BD(1);
o977	11	1	Day11,10:13	Day11,10:23	Day11,11:18	5	1	2	AI(2);
o978	11	2	Day11,10:23	Day11,10:48	Day11,11:33	7	2	2	BF(1);BE(1);
o979	11	2	Day11,10:48	Day11,10:58	Day11,11:43	2	1	1	AM(1);
o980	11	1	Day11,10:23	Day11,11:3	Day11,11:53	6	3	3	AY(1);AR(1);AW(1);
o981	11	2	Day11,10:58	Day11,11:23	Day11,12:8	1	2	9	AV(8);AZ(1);
o982	11	1	Day11,11:3	Day11,11:43	Day11,12:28	4	3	20	AF(8);AW(8);AY(4);
o983	11	1	Day11,11:57	Day11,12:7	Day11,12:52	2	1	34	AH(34);
o984	11	1	Day11,12:7	Day11,12:32	Day11,13:17	5	2	33	AK(23);AE(10);
o985	11	2	Day11,11:23	Day11,12:33	Day11,13:27	3	5	20	AP(8);AJ(6);BE(3);AN(2);BC(1);
o986	11	1	Day11,12:32	Day11,12:57	Day11,13:42	1	2	34	AP(18);BG(16);
o987	11	2	Day11,12:33	Day11,12:58	Day11,13:52	4	2	33	AW(17);AR(16);
o988	11	1	Day11,12:57	Day11,13:22	Day11,14:7	2	2	25	AX(16);AC(9);
o989	11	2	Day11,12:58	Day11,13:23	Day11,14:17	6	2	28	AY(14);AF(14);
o990	11	1	Day11,13:22	Day11,13:47	Day11,14:32	5	2	25	AD(14);AB(11);
o991	11	2	Day11,13:23	Day11,13:48	Day11,14:42	7	2	16	AV(13);AZ(3);
o992	11	2	Day11,13:48	Day11,14:13	Day11,14:58	3	2	13	AQ(11);BD(2);
o993	11	1	Day11,13:47	Day11,14:27	Day11,15:12	1	3	31	BC(12);AJ(10);AN(9);
o994	11	1	Day11,14:27	Day11,14:52	Day11,15:37	4	2	11	AA(7);BE(4);
o995	11	1	Day11,14:52	Day11,15:2	Day11,15:47	5	1	6	BF(6);
o996	11	2	Day11,14:13	Day11,15:8	Day11,15:57	2	4	25	BB(10);AU(5);BA(5);AS(5);
o997	11	1	Day11,15:2	Day11,15:12	Day11,16:7	3	1	6	AG(6);
o998	11	2	Day11,15:8	Day11,15:18	Day11,16:17	6	1	3	AT(3);
o999	11	1	Day11,15:12	Day11,15:22	Day11,16:27	1	1	3	AM(3);
o1000	11	2	Day11,15:18	Day11,15:28	Day11,16:37	7	1	3	AL(3);
o1001	11	1	Day11,15:37	Day11,15:47	Day11,16:47	4	1	2	AO(2);
o1002	11	1	Day11,15:57	Day11,16:7	Day11,16:57	2	1	5	AV(5);
o1003	11	2	Day11,15:47	Day11,16:27	Day11,17:12	5	3	15	AH(8);AK(5);AE(2);
o1004	11	2	Day11,16:27	Day11,16:52	Day11,17:37	6	2	6	AC(4);AX(2);
o1005	11	2	Day11,16:52	Day11,17:17	Day11,18:2	1	2	7	AY(4);AW(3);
o1006	11	1	Day11,16:7	Day11,17:47	Day11,18:32	3	7	17	BB(4);AB(3);AU(2);AD(2);AF(2);BA(2);AS(2);
o1007	11	2	Day11,17:17	Day11,17:57	Day11,18:42	2	3	6	BF(3);AP(2);BE(1);
o1008	11	2	Day11,17:57	Day11,18:7	Day11,18:52	5	1	2	AM(2);
o1009	11	1	Day11,17:47	Day11,18:27	Day11,19:12	4	3	8	AN(3);AJ(3);BG(2);
o1010	11	2	Day11,18:7	Day11,18:32	Day11,19:22	1	2	2	BD(1);AQ(1);
o1011	11	1	Day11,18:27	Day11,18:37	Day11,19:32	6	1	1	AO(1);
o1012	11	2	Day11,18:32	Day11,18:42	Day11,19:42	3	1	34	AW(34);
o1013	11	1	Day11,18:37	Day11,18:47	Day11,19:52	7	1	32	AV(32);
o1014	11	2	Day11,18:42	Day11,18:52	Day11,20:2	2	1	27	AH(27);
o1015	11	1	Day11,18:52	Day11,19:17	Day11,20:12	5	2	31	AX(23);AC(8);
o1016	11	2	Day11,19:12	Day11,19:37	Day11,20:22	4	2	34	AD(21);AF(13);
o1017	11	1	Day11,19:22	Day11,19:47	Day11,20:32	1	2	34	AY(20);AR(14);
o1018	11	2	Day11,19:37	Day11,20:2	Day11,20:47	6	2	37	AP(19);BG(18);
o1019	11	1	Day11,19:47	Day11,20:12	Day11,20:57	3	2	31	AK(18);AE(13);
o1020	11	2	Day11,20:2	Day11,20:27	Day11,21:12	7	2	35	AN(18);AJ(17);
o1021	11	1	Day11,20:12	Day11,20:52	Day11,21:37	2	3	30	AB(11);AS(10);AU(9);
o1022	11	2	Day11,20:27	Day11,20:52	Day11,21:47	4	2	12	AL(8);AI(4);
o1023	11	2	Day11,20:52	Day11,21:17	Day11,22:2	5	2	10	AQ(7);BD(3);
o1024	11	2	Day11,21:17	Day11,21:27	Day11,22:12	3	1	6	BF(6);
o1025	11	1	Day11,20:52	Day11,21:32	Day11,22:22	1	3	21	BC(8);AA(7);BE(6);
o1026	11	1	Day11,21:32	Day11,21:42	Day11,22:32	7	1	5	AO(5);
o1027	11	1	Day11,21:42	Day11,21:52	Day11,22:42	2	1	4	AZ(4);
o1028	11	2	Day11,21:27	Day11,21:52	Day11,22:52	6	2	9	BB(6);BA(3);
o1029	12	1	Day11,21:52	Day11,22:2	Day11,23:2	4	1	4	AG(4);
o1030	12	2	Day11,22:2	Day11,22:12	Day11,23:12	5	1	3	AM(3);
o1031	12	1	Day11,22:12	Day11,22:22	Day11,23:22	3	1	2	AT(2);
o1032	12	2	Day11,22:22	Day11,22:47	Day11,23:32	1	2	11	AV(9);AZ(2);
o1033	12	2	Day11,23:9	Day11,23:19	Day12,0:4	2	1	40	AH(40);
o1034	12	2	Day11,23:19	Day11,23:29	Day12,0:14	4	1	39	AW(39);
o1035	12	2	Day11,23:29	Day11,23:39	Day12,0:24	3	1	34	AK(34);
o1036	12	1	Day11,22:32	Day11,23:57	Day12,0:42	7	6	16	BB(7);AF(4);AD(2);AS(1);AU(1);AB(1);
o1037	12	2	Day11,23:39	Day12,0:4	Day12,0:52	1	2	44	AP(24);AJ(20);
o1038	12	1	Day11,23:57	Day12,0:22	Day12,1:7	5	2	37	AY(22);AF(15);
o1039	12	2	Day12,0:4	Day12,0:29	Day12,1:17	2	2	35	AD(20);AB(15);
o1040	12	1	Day12,0:22	Day12,0:47	Day12,1:32	4	2	21	AV(18);AZ(3);
o1041	12	2	Day12,0:29	Day12,0:54	Day12,1:42	3	2	34	BG(18);AN(16);
o1042	12	2	Day12,0:54	Day12,1:4	Day12,1:52	1	1	14	AR(14);
o1043	12	1	Day12,0:47	Day12,1:12	Day12,2:2	6	2	27	AX(18);AC(9);
o1044	12	2	Day12,1:4	Day12,1:29	Day12,2:14	7	2	26	BE(13);BF(13);
o1045	12	2	Day12,1:29	Day12,1:39	Day12,2:24	2	1	10	AE(10);
o1046	12	1	Day12,1:12	Day12,1:52	Day12,2:37	5	3	33	AU(12);BB(11);AS(10);
o1047	12	1	Day12,1:52	Day12,2:2	Day12,2:47	1	1	8	AM(8);
o1048	12	2	Day12,1:39	Day12,2:4	Day12,2:57	4	2	18	BC(10);AA(8);
o1049	12	1	Day12,2:2	Day12,2:12	Day12,3:7	3	1	8	AG(8);
o1050	12	1	Day12,2:14	Day12,2:24	Day12,3:17	7	1	7	AT(7);
o1051	12	2	Day12,2:4	Day12,2:29	Day12,3:27	6	2	13	AL(7);AI(6);
o1052	12	1	Day12,2:24	Day12,2:34	Day12,3:37	2	1	5	AO(5);
o1053	12	1	Day12,2:47	Day12,2:57	Day12,3:47	1	1	1	BA(1);
o1054	12	2	Day12,2:37	Day12,3:2	Day12,3:57	5	2	9	AQ(5);BD(4);
o1055	12	1	Day12,2:57	Day12,3:37	Day12,4:22	4	3	13	AF(5);AY(4);AW(4);
o1056	12	2	Day12,3:7	Day12,3:47	Day12,4:32	3	3	11	AH(5);AK(4);AE(2);
o1057	12	1	Day12,3:37	Day12,4:32	Day12,5:17	6	4	14	AN(5);AP(4);BG(3);AA(2);
o1058	12	1	Day12,4:32	Day12,5:12	Day12,5:57	1	3	8	AC(4);AX(3);AG(1);
o1059	12	2	Day12,3:47	Day12,5:12	Day12,6:7	2	6	10	AB(4);BB(2);AD(1);AU(1);BA(1);AS(1);
o1060	12	1	Day12,5:12	Day12,5:22	Day12,6:17	3	1	4	AV(4);
o1061	12	1	Day12,5:22	Day12,5:32	Day12,6:27	5	1	3	BD(3);
o1062	12	2	Day12,5:12	Day12,5:37	Day12,6:37	4	2	5	BF(3);BE(2);
o1063	12	1	Day12,5:32	Day12,5:42	Day12,6:47	6	1	1	AO(1);
o1064	12	2	Day12,5:37	Day12,5:47	Day12,6:57	7	1	1	AI(1);
o1065	12	1	Day12,5:57	Day12,6:52	Day12,7:37	1	4	18	AD(8);AF(4);AB(3);BB(3);
o1066	12	2	Day12,7:6	Day12,7:16	Day12,8:1	2	1	31	AH(31);
o1067	12	1	Day12,7:6	Day12,7:16	Day12,8:11	3	1	29	AP(29);
o1068	12	1	Day12,7:16	Day12,7:26	Day12,8:21	4	1	27	AW(27);
o1069	12	2	Day12,7:16	Day12,7:26	Day12,8:31	5	1	25	AK(25);
o1070	12	1	Day12,7:26	Day12,7:51	Day12,8:41	6	2	33	AB(18);AF(15);
o1071	12	2	Day12,7:26	Day12,7:51	Day12,8:51	7	2	27	AX(17);AC(10);
o1072	12	1	Day12,7:51	Day12,8:16	Day12,9:1	1	2	31	AJ(17);AN(14);
o1073	12	2	Day12,8:1	Day12,8:26	Day12,9:11	2	2	26	BF(17);BE(9);
o1074	12	1	Day12,8:16	Day12,8:41	Day12,9:26	3	2	28	AY(16);AR(12);
o1075	12	2	Day12,8:26	Day12,8:51	Day12,9:36	4	2	18	AV(13);AZ(5);
o1076	12	2	Day12,8:51	Day12,9:1	Day12,9:46	6	1	10	BC(10);
o1077	12	1	Day12,8:41	Day12,9:6	Day12,9:56	5	2	23	BG(13);AA(10);
o1078	12	1	Day12,9:6	Day12,9:16	Day12,10:6	1	1	8	AE(8);
o1079	12	1	Day12,9:16	Day12,9:41	Day12,10:26	2	2	7	AQ(5);BD(2);
o1080	12	1	Day12,9:41	Day12,9:51	Day12,10:36	3	1	4	AM(4);
o1081	12	2	Day12,9:1	Day12,10:11	Day12,10:56	7	5	25	AD(9);BB(6);AS(4);AU(4);BA(2);
o1082	12	1	Day12,9:51	Day12,10:16	Day12,11:6	4	2	4	AL(3);AI(1);
o1083	12	2	Day12,10:11	Day12,10:21	Day12,11:16	1	1	2	AT(2);
o1084	12	1	Day12,10:16	Day12,10:26	Day12,11:26	5	1	2	AO(2);
o1085	12	2	Day12,10:21	Day12,10:31	Day12,11:36	6	1	2	AG(2);
o1086	12	1	Day12,10:26	Day12,10:51	Day12,11:46	2	2	13	AH(12);AK(1);
o1087	12	2	Day12,10:36	Day12,11:16	Day12,12:1	3	3	7	BF(5);BE(1);AP(1);
o1088	12	1	Day12,10:56	Day12,11:21	Day12,12:11	7	2	5	AV(4);AZ(1);
o1089	12	1	Day12,11:21	Day12,12:1	Day12,12:46	4	3	10	AW(4);AY(3);AR(3);
o1090	12	2	Day12,11:16	Day12,12:11	Day12,12:56	1	4	10	AA(4);BG(3);AN(2);AJ(1);
o1091	12	2	Day12,12:11	Day12,12:21	Day12,13:6	3	1	2	AO(2);
o1092	12	1	Day12,12:1	Day12,12:26	Day12,13:16	2	2	3	AX(2);AC(1);
o1093	12	1	Day12,12:26	Day12,12:36	Day12,13:26	6	1	1	AI(1);
o1094	12	1	Day12,12:36	Day12,12:46	Day12,13:36	7	1	1	AM(1);
o1095	12	1	Day12,12:46	Day12,13:26	Day12,14:11	4	3	15	AH(7);AK(5);AE(3);
o1096	12	2	Day12,12:21	Day12,13:46	Day12,14:31	5	6	8	BB(2);AB(2);AD(1);AF(1);BA(1);AS(1);
o1097	12	1	Day12,13:26	Day12,14:6	Day12,14:51	1	3	13	AW(6);AY(4);AR(3);
o1098	12	1	Day12,14:50	Day12,15:0	Day12,15:45	3	1	42	AH(42);
o1099	12	1	Day12,15:0	Day12,15:10	Day12,15:55	1	1	34	AW(34);
o1100	12	2	Day12,13:46	Day12,15:11	Day12,16:5	2	6	13	AP(5);AN(3);BE(2);AA(1);AJ(1);BC(1);
o1101	12	1	Day12,15:10	Day12,15:20	Day12,16:15	4	1	33	AP(33);
o1102	12	2	Day12,15:11	Day12,15:36	Day12,16:25	5	2	37	AK(23);AE(14);
o1103	12	1	Day12,15:20	Day12,15:45	Day12,16:35	6	2	30	AV(22);AZ(8);
o1104	12	2	Day12,15:36	Day12,16:1	Day12,16:46	7	2	40	AY(21);AF(19);
o1105	12	1	Day12,15:45	Day12,16:10	Day12,16:56	3	2	40	AD(20);AB(20);
o1106	12	2	Day12,16:1	Day12,16:26	Day12,17:11	1	2	31	AX(16);AC(15);
o1107	12	1	Day12,16:10	Day12,16:35	Day12,17:21	2	2	32	AN(16);AJ(16);
o1108	12	2	Day12,16:26	Day12,16:51	Day12,17:36	4	2	23	BF(16);BE(7);
o1109	12	1	Day12,16:35	Day12,17:0	Day12,17:46	5	2	27	BG(15);AA(12);
o1110	12	2	Day12,16:51	Day12,17:1	Day12,17:56	6	1	13	AR(13);
o1111	12	1	Day12,17:0	Day12,17:10	Day12,18:6	3	1	12	BC(12);
o1112	12	1	Day12,17:11	Day12,17:36	Day12,18:21	1	2	17	AQ(11);BD(6);
o1113	12	2	Day12,17:1	Day12,17:41	Day12,18:31	7	3	29	BB(12);AS(10);AU(7);
o1114	12	1	Day12,17:36	Day12,17:46	Day12,18:41	2	1	10	AM(10);
o1115	12	1	Day12,17:46	Day12,17:56	Day12,18:51	5	1	5	BA(5);
o1116	12	2	Day12,17:41	Day12,18:6	Day12,19:1	4	2	13	AI(9);AL(4);
o1117	12	1	Day12,17:56	Day12,18:6	Day12,19:11	6	1	5	AG(5);
o1118	12	1	Day12,18:6	Day12,18:16	Day12,19:21	3	1	4	AT(4);
o1119	12	2	Day12,18:21	Day12,18:31	Day12,19:31	1	1	2	AO(2);
o1120	12	1	Day12,18:31	Day12,18:41	Day12,19:41	7	1	12	AV(12);
o1121	12	2	Day12,18:41	Day12,19:21	Day12,20:6	2	3	17	AR(7);AW(6);AY(4);
o1122	12	1	Day12,18:51	Day12,19:31	Day12,20:16	5	3	11	AH(7);AK(3);AE(1);
o1123	12	2	Day12,19:21	Day12,21:1	Day12,21:46	4	7	15	AF(6);BB(3);AS(2);AB(1);BA(1);AD(1);AU(1);
o1124	12	1	Day12,21:8	Day12,21:18	Day12,22:3	1	1	32	AH(32);
o1125	12	2	Day12,21:8	Day12,21:18	Day12,22:13	2	1	32	AW(32);
o1126	12	1	Day12,21:18	Day12,21:43	Day12,22:28	3	2	44	AJ(24);AN(20);
o1127	12	2	Day12,21:18	Day12,21:43	Day12,22:38	5	2	30	AX(21);AC(9);
o1128	12	1	Day12,21:43	Day12,22:8	Day12,22:53	6	2	24	AV(21);AZ(3);
o1129	13	2	Day12,21:43	Day12,22:8	Day12,23:3	7	2	33	AF(17);AY(16);
o1130	13	2	Day12,22:8	Day12,22:18	Day12,23:13	4	1	16	AR(16);
o1131	13	1	Day12,22:8	Day12,22:33	Day12,23:23	1	2	32	AP(17);BG(15);
o1132	13	2	Day12,22:18	Day12,22:43	Day12,23:33	2	2	26	AA(14);BE(12);
o1133	13	1	Day12,22:33	Day12,22:58	Day12,23:43	3	2	25	AK(14);AE(11);
o1134	13	2	Day12,22:43	Day12,23:8	Day12,23:53	5	2	25	AD(14);BB(11);
o1135	13	2	Day12,23:8	Day12,23:18	Day13,0:3	7	1	11	AT(11);
o1136	13	1	Day12,22:58	Day12,23:23	Day13,0:13	6	2	20	AQ(12);BD(8);
o1137	13	2	Day12,23:18	Day12,23:28	Day13,0:23	4	1	11	BC(11);
o1138	13	1	Day12,23:23	Day12,23:33	Day13,0:33	1	1	10	BF(10);
o1139	13	2	Day12,23:33	Day12,23:43	Day13,0:43	2	1	9	AM(9);
o1140	13	1	Day12,23:43	Day13,0:38	Day13,1:23	3	4	26	AU(9);AB(7);AS(6);BA(4);
o1141	13	1	Day13,1:4	Day13,1:44	Day13,2:29	1	3	18	AH(8);AK(6);AT(4);
o1142	13	2	Day13,1:4	Day13,1:44	Day13,2:39	5	3	19	AP(9);BF(7);BE(3);
o1143	13	2	Day13,1:44	Day13,2:9	Day13,2:54	3	2	12	AI(7);AL(5);
o1144	13	2	Day13,2:9	Day13,2:19	Day13,3:4	4	1	6	AO(6);
o1145	13	1	Day13,1:44	Day13,2:24	Day13,3:14	2	3	17	AR(7);AY(6);AW(4);
o1146	13	2	Day13,2:19	Day13,2:59	Day13,3:44	6	3	15	AG(6);AX(5);AC(4);
o1147	13	1	Day13,2:24	Day13,3:19	Day13,4:4	7	4	16	AN(5);BC(4);AA(4);AJ(3);
o1148	13	2	Day13,2:59	Day13,3:24	Day13,4:14	1	2	25	BG(17);AP(8);
o1149	13	1	Day13,3:19	Day13,3:44	Day13,4:29	2	2	18	AV(16);AZ(2);
o1150	13	2	Day13,3:24	Day13,4:4	Day13,4:49	3	3	24	AH(13);AE(6);AK(5);
o1151	13	2	Day13,4:4	Day13,4:14	Day13,4:59	5	1	8	AM(8);
o1152	13	1	Day13,3:44	Day13,4:24	Day13,5:9	4	3	22	AW(10);AF(7);AB(5);
o1153	13	1	Day13,4:24	Day13,5:4	Day13,5:49	6	3	10	AX(5);AC(3);AG(2);
