outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o838	14	2	Day14,2:19	Day14,2:59	Day14,3:49	1	3	26	AF(11);AU(11);AS(4);
o839	14	1	Day14,4:5	Day14,4:30	Day14,5:15	3	2	33	AH(21);AT(12);
o840	14	2	Day14,4:5	Day14,5:15	Day14,6:0	4	5	28	AD(7);AB(6);BA(6);BB(5);AF(4);
o841	14	1	Day14,9:48	Day14,10:13	Day14,10:58	1	2	26	AV(22);AZ(4);
o842	14	2	Day14,9:48	Day14,10:28	Day14,11:13	2	3	27	AR(12);AW(9);AY(6);
o843	14	1	Day14,10:13	Day14,11:8	Day14,11:53	3	4	28	BG(8);AN(8);AA(6);AP(6);
o844	14	2	Day14,12:49	Day14,13:14	Day14,13:59	1	2	25	AQ(16);BD(9);
o845	14	1	Day14,12:49	Day14,13:29	Day14,14:14	2	3	32	AE(13);AH(10);AK(9);
o846	14	2	Day14,13:14	Day14,13:54	Day14,14:39	3	3	26	BF(12);BE(8);AP(6);
o847	14	1	Day14,13:44	Day14,14:9	Day14,14:54	4	2	31	AW(21);AR(10);
o848	14	2	Day14,13:54	Day14,14:34	Day14,15:19	5	3	25	AX(17);AC(5);AG(3);
o849	14	1	Day14,14:9	Day14,15:4	Day14,15:49	1	4	27	AD(10);AB(6);BB(6);AF(5);
o850	14	2	Day14,14:34	Day14,15:14	Day14,15:59	2	3	26	AN(9);BC(9);AJ(8);
o851	14	1	Day14,15:13	Day14,15:23	Day14,16:9	3	1	25	AH(25);
o852	14	2	Day14,15:14	Day14,15:39	Day14,16:24	4	2	29	AP(16);BG(13);
o853	14	1	Day14,15:23	Day14,16:3	Day14,16:48	5	3	26	AY(12);AF(8);AW(6);
o854	14	1	Day14,16:37	Day14,16:47	Day14,17:32	1	1	25	AM(25);
o855	14	2	Day14,15:39	Day14,17:4	Day14,17:49	6	6	25	AS(7);AU(6);AB(4);AD(4);BA(2);BB(2);
o856	14	1	Day14,16:47	Day14,17:12	Day14,17:59	2	2	32	AK(21);AE(11);
o857	14	2	Day14,17:4	Day14,17:44	Day14,18:29	3	3	32	AJ(13);AP(10);AN(9);
o858	14	1	Day14,17:12	Day14,17:52	Day14,18:39	4	3	28	AR(12);AW(11);AY(5);
o859	14	2	Day14,18:33	Day14,18:43	Day14,19:28	1	1	32	AV(32);
o860	14	1	Day14,18:33	Day14,18:58	Day14,19:43	2	2	41	AH(24);AK(17);
o861	14	2	Day14,18:43	Day14,19:8	Day14,19:53	3	2	41	AX(24);AC(17);
o862	14	1	Day14,18:58	Day14,19:23	Day14,20:8	4	2	38	AW(23);AF(15);
o863	14	2	Day14,19:8	Day14,19:33	Day14,20:18	5	2	35	AP(18);BE(17);
o864	14	1	Day14,19:23	Day14,19:48	Day14,20:33	6	2	29	AI(16);AL(13);
o865	14	2	Day14,19:33	Day14,20:13	Day14,20:58	1	3	31	BG(13);AN(10);AA(8);
o866	14	1	Day14,19:48	Day14,20:28	Day14,21:13	2	3	30	AD(12);BB(9);AU(9);
o867	14	2	Day14,20:47	Day14,21:12	Day14,21:57	3	2	26	AQ(21);BD(5);
o868	14	1	Day14,20:47	Day14,21:12	Day14,22:7	4	2	30	BC(18);AJ(12);
o869	14	1	Day14,21:12	Day14,21:37	Day14,22:22	1	2	29	AW(17);AR(12);
o870	14	2	Day14,21:12	Day14,21:37	Day14,22:32	5	2	31	AK(16);AH(15);
o871	14	1	Day14,21:37	Day14,22:2	Day14,22:47	2	2	26	BF(15);AP(11);
o872	15	2	Day14,21:37	Day14,22:17	Day14,23:2	6	3	28	AX(15);AC(9);AG(4);
o873	15	1	Day14,22:2	Day14,22:42	Day14,23:27	3	3	27	AN(11);BE(9);AA(7);
o874	15	2	Day14,22:17	Day14,22:57	Day14,23:42	4	3	31	AF(11);AB(10);AS(10);
o875	15	1	Day14,23:21	Day14,23:31	Day15,0:16	1	1	26	AV(26);
o876	15	2	Day14,23:21	Day14,23:46	Day15,0:31	2	2	38	AW(22);AY(16);
o877	15	1	Day14,23:31	Day14,23:56	Day15,0:41	3	2	32	BG(17);AP(15);
o878	15	2	Day14,23:46	Day15,0:11	Day15,0:56	4	2	31	AT(16);AH(15);
o879	15	1	Day14,23:56	Day15,0:36	Day15,1:21	5	3	28	AX(14);AC(10);AG(4);
o880	15	2	Day15,0:11	Day15,0:36	Day15,1:31	6	2	26	AE(14);AK(12);
o881	15	1	Day15,0:36	Day15,1:1	Day15,1:46	1	2	27	BB(14);AD(13);
o882	15	2	Day15,0:36	Day15,1:16	Day15,2:1	2	3	27	AU(13);AB(8);AF(6);
o883	15	2	Day15,1:27	Day15,1:37	Day15,2:22	4	1	25	AM(25);
o884	15	1	Day15,1:1	Day15,1:56	Day15,2:41	3	4	27	AJ(9);AN(7);BE(6);AA(5);
o885	15	2	Day15,1:37	Day15,2:2	Day15,2:51	5	2	30	AR(20);AW(10);
o886	15	1	Day15,1:56	Day15,2:21	Day15,3:6	1	2	30	AK(15);AH(15);
o887	15	2	Day15,2:2	Day15,2:42	Day15,3:27	2	3	31	BB(11);AF(10);AS(10);
o888	15	1	Day15,2:21	Day15,3:1	Day15,3:46	6	3	26	AN(11);AP(8);BG(7);
o889	15	2	Day15,2:56	Day15,3:36	Day15,4:21	3	3	25	AY(12);AF(9);AW(4);
o890	15	1	Day15,3:1	Day15,3:56	Day15,4:41	4	4	25	AU(8);AB(8);AD(5);BA(4);
o891	15	1	Day15,4:20	Day15,4:30	Day15,5:15	2	1	25	AV(25);
o892	15	2	Day15,3:36	Day15,4:46	Day15,5:31	1	5	26	BC(7);AJ(6);AA(5);AN(4);AP(4);
o893	15	1	Day15,4:30	Day15,4:55	Day15,5:41	3	2	30	AX(20);AC(10);
o894	15	2	Day15,4:46	Day15,5:11	Day15,5:56	4	2	29	AH(18);AE(11);
o895	15	1	Day15,4:55	Day15,5:20	Day15,6:6	5	2	27	BF(17);AP(10);
o896	15	2	Day15,5:11	Day15,5:51	Day15,6:36	6	3	29	AW(13);AR(11);AY(5);
o897	15	1	Day15,5:20	Day15,6:0	Day15,6:46	2	3	25	AF(10);AB(8);BB(7);
o898	15	2	Day15,5:53	Day15,6:18	Day15,7:3	1	2	28	AK(15);AH(13);
o899	15	1	Day15,6:0	Day15,6:25	Day15,7:13	3	2	25	AW(15);AF(10);
o900	15	2	Day15,6:18	Day15,6:43	Day15,7:28	4	2	28	AN(14);BG(14);
o901	15	2	Day15,6:43	Day15,7:23	Day15,8:8	6	3	26	AP(10);BE(9);AJ(7);
o902	15	1	Day15,6:25	Day15,7:35	Day15,8:20	5	5	26	AD(11);BB(5);AU(4);AB(3);AS(3);
o903	15	2	Day15,7:30	Day15,7:55	Day15,8:40	1	2	33	AV(20);AZ(13);
o904	15	1	Day15,7:35	Day15,8:0	Day15,8:50	2	2	29	AQ(18);BD(11);
o905	15	2	Day15,7:55	Day15,8:20	Day15,9:5	3	2	32	AH(17);AE(15);
o906	15	1	Day15,8:0	Day15,8:40	Day15,9:25	4	3	27	AX(16);AC(6);AG(5);
o907	15	2	Day15,8:20	Day15,9:0	Day15,9:45	5	3	34	AW(14);AR(10);AY(10);
o908	15	1	Day15,8:40	Day15,9:20	Day15,10:5	1	3	25	AP(10);BC(8);AN(7);
o909	15	2	Day15,9:0	Day15,9:55	Day15,10:40	2	4	25	AD(8);BB(7);AF(5);AU(5);
o910	15	2	Day15,11:59	Day15,12:24	Day15,13:9	1	2	29	AL(17);AI(12);
o911	15	1	Day15,11:59	Day15,12:24	Day15,13:19	3	2	33	AK(22);AT(11);
o912	15	1	Day15,12:24	Day15,13:4	Day15,13:49	2	3	31	AJ(11);BG(11);AP(9);
o913	15	2	Day15,12:24	Day15,13:19	Day15,14:4	4	4	26	AD(8);AS(7);AB(6);AF(5);
o914	15	1	Day15,14:14	Day15,14:39	Day15,15:24	1	2	32	AH(21);AK(11);
o915	15	2	Day15,14:14	Day15,14:39	Day15,15:34	3	2	30	AW(20);AR(10);
o916	15	1	Day15,14:39	Day15,15:19	Day15,16:4	2	3	27	AX(17);AC(6);AG(4);
o917	15	2	Day15,14:39	Day15,15:19	Day15,16:14	4	3	26	BF(11);BE(8);AP(7);
o918	15	2	Day15,15:20	Day15,16:0	Day15,16:45	6	3	30	AY(13);AW(10);AR(7);
o919	15	1	Day15,15:19	Day15,16:14	Day15,16:59	5	4	25	BB(10);AU(7);AF(4);AD(4);
o920	15	2	Day15,16:0	Day15,16:40	Day15,17:25	1	3	29	AN(11);AA(11);AJ(7);
o921	15	2	Day15,16:43	Day15,17:8	Day15,17:53	3	2	29	AV(24);AZ(5);
o922	15	2	Day15,17:20	Day15,17:30	Day15,18:15	4	1	28	AH(28);
o923	15	1	Day15,16:14	Day15,17:39	Day15,18:25	2	6	25	AD(5);AF(5);BB(4);AS(4);AB(4);BA(3);
o924	15	2	Day15,17:30	Day15,17:55	Day15,18:40	1	2	29	AK(19);AE(10);
o925	15	1	Day15,17:39	Day15,18:4	Day15,18:50	5	2	25	AW(14);AF(11);
o926	15	2	Day15,17:55	Day15,18:20	Day15,19:5	3	2	27	AP(14);BG(13);
o927	15	1	Day15,18:4	Day15,18:44	Day15,19:29	6	3	32	AJ(13);AN(11);BC(8);
o928	15	1	Day15,19:30	Day15,19:55	Day15,20:40	1	2	33	AH(22);AT(11);
o929	15	2	Day15,19:30	Day15,19:55	Day15,20:50	2	2	35	AX(22);AC(13);
o930	15	1	Day15,20:25	Day15,20:35	Day15,21:20	3	1	27	AV(27);
o931	15	2	Day15,20:25	Day15,20:35	Day15,21:30	4	1	25	AY(25);
o932	15	1	Day15,21:20	Day15,21:30	Day15,22:15	1	1	30	AW(30);
o933	15	2	Day15,21:20	Day15,21:30	Day15,22:25	5	1	28	AB(28);
o934	16	1	Day15,22:16	Day15,22:26	Day15,23:11	1	1	31	AP(31);
o935	16	2	Day15,22:16	Day15,22:26	Day15,23:21	2	1	29	AM(29);
o936	16	1	Day15,23:11	Day15,23:21	Day16,0:6	1	1	37	AH(37);
o937	16	2	Day15,23:11	Day15,23:21	Day16,0:16	3	1	28	AD(28);
o938	16	1	Day16,0:2	Day16,0:12	Day16,0:57	2	1	32	AJ(32);
o939	16	2	Day16,0:2	Day16,0:12	Day16,1:7	4	1	30	AF(30);
o940	16	1	Day16,0:49	Day16,0:59	Day16,1:44	1	1	34	AX(34);
o941	16	2	Day16,0:49	Day16,0:59	Day16,1:54	3	1	34	AR(34);
o942	16	1	Day16,1:35	Day16,1:45	Day16,2:30	2	1	38	AK(38);
o943	16	2	Day16,1:35	Day16,1:45	Day16,2:40	4	1	34	AN(34);
o944	16	1	Day16,1:45	Day16,1:55	Day16,2:50	1	1	32	AW(32);
o945	16	2	Day16,2:21	Day16,2:31	Day16,3:16	3	1	34	BB(34);
o946	16	1	Day16,2:21	Day16,2:31	Day16,3:26	5	1	32	BF(32);
o947	16	1	Day16,3:3	Day16,3:13	Day16,3:58	2	1	33	AV(33);
o948	16	2	Day16,3:3	Day16,3:13	Day16,4:8	4	1	33	BE(33);
o949	16	1	Day16,3:13	Day16,3:23	Day16,4:18	1	1	32	AY(32);
o950	16	2	Day16,3:13	Day16,3:23	Day16,4:28	6	1	31	BG(31);
o951	16	1	Day16,3:23	Day16,3:33	Day16,4:38	3	1	31	AA(31);
o952	16	2	Day16,3:23	Day16,3:33	Day16,4:48	7	1	29	AU(29);
o953	16	1	Day16,3:33	Day16,3:43	Day16,4:58	5	1	28	AP(28);
o954	16	2	Day16,3:58	Day16,4:8	Day16,5:8	2	1	35	AH(35);
o955	16	1	Day16,4:8	Day16,4:18	Day16,5:18	4	1	27	AE(27);
o956	16	2	Day16,4:18	Day16,4:28	Day16,5:28	1	1	26	AC(26);
o957	16	1	Day16,4:28	Day16,4:38	Day16,5:38	6	1	25	AF(25);
o958	16	2	Day16,4:38	Day16,4:48	Day16,5:48	3	1	25	BC(25);
o959	16	1	Day16,5:9	Day16,5:19	Day16,6:4	7	1	25	AW(25);
o960	16	2	Day16,5:9	Day16,5:34	Day16,6:19	5	2	37	AR(23);AY(14);
o961	16	1	Day16,5:19	Day16,5:44	Day16,6:29	2	2	38	AQ(23);BD(15);
o962	16	2	Day16,5:34	Day16,5:59	Day16,6:44	1	2	39	AJ(22);AN(17);
o963	16	1	Day16,5:46	Day16,6:11	Day16,6:56	4	2	44	AH(24);AT(20);
o964	16	2	Day16,6:41	Day16,6:51	Day16,7:36	3	1	27	AD(27);
o965	16	1	Day16,6:41	Day16,6:51	Day16,7:46	5	1	27	AB(27);
o966	16	1	Day16,7:28	Day16,7:38	Day16,8:23	1	1	26	AS(26);
o967	16	2	Day16,7:28	Day16,7:38	Day16,8:33	2	1	25	AF(25);
o968	16	1	Day16,8:5	Day16,8:15	Day16,9:0	3	1	26	AK(26);
o969	16	2	Day16,8:5	Day16,8:15	Day16,9:10	4	1	26	AO(26);
o970	16	1	Day16,8:15	Day16,8:25	Day16,9:20	5	1	26	AV(26);
o971	16	2	Day16,8:38	Day16,8:48	Day16,9:33	1	1	32	AW(32);
o972	16	1	Day16,8:38	Day16,8:48	Day16,9:43	2	1	27	AP(27);
o973	16	1	Day16,8:48	Day16,9:13	Day16,9:58	6	2	45	AX(24);AG(21);
o974	16	2	Day16,9:10	Day16,9:20	Day16,10:8	3	1	27	BF(27);
o975	16	1	Day16,9:13	Day16,9:38	Day16,10:23	4	2	38	AH(22);AE(16);
o976	16	2	Day16,9:20	Day16,9:45	Day16,10:33	5	2	39	BG(21);AN(18);
o977	16	1	Day16,9:38	Day16,10:3	Day16,10:48	1	2	34	BB(21);BA(13);
o978	16	2	Day16,9:45	Day16,10:10	Day16,10:58	2	2	34	AL(20);AI(14);
o979	16	1	Day16,10:30	Day16,10:55	Day16,11:40	3	2	41	AR(24);AY(17);
o980	16	2	Day16,10:30	Day16,10:55	Day16,11:50	4	2	36	BE(19);AA(17);
o981	16	1	Day16,10:55	Day16,11:20	Day16,12:5	1	2	30	AD(17);AF(13);
o982	16	2	Day16,10:55	Day16,11:20	Day16,12:15	5	2	30	AZ(17);AV(13);
o983	16	2	Day16,11:26	Day16,11:51	Day16,12:36	6	2	33	AJ(21);AP(12);
o984	16	1	Day16,11:20	Day16,12:0	Day16,12:46	2	3	29	AC(17);AG(6);AX(6);
o985	16	2	Day16,11:51	Day16,12:16	Day16,13:1	3	2	29	AW(20);AB(9);
o986	16	1	Day16,12:0	Day16,12:25	Day16,13:11	4	2	28	AH(17);AK(11);
o987	16	2	Day16,12:16	Day16,12:41	Day16,13:26	1	2	25	AU(16);AS(9);
o988	16	1	Day16,13:0	Day16,13:25	Day16,14:10	2	2	31	AH(18);AT(13);
o989	16	2	Day16,13:0	Day16,13:25	Day16,14:20	5	2	26	BG(16);AP(10);
o990	16	1	Day16,13:25	Day16,14:5	Day16,14:50	3	3	28	AD(12);BB(9);AF(7);
o991	16	2	Day16,13:25	Day16,14:5	Day16,15:0	4	3	31	BC(11);BE(10);AN(10);
o992	16	1	Day16,14:33	Day16,14:43	Day16,15:28	1	1	27	AM(27);
o993	16	2	Day16,14:33	Day16,14:58	Day16,15:43	2	2	29	AW(16);AR(13);
o994	16	2	Day16,14:58	Day16,15:23	Day16,16:8	3	2	30	AE(15);AK(15);
o995	16	1	Day16,14:43	Day16,15:23	Day16,16:18	5	3	26	BF(16);BE(5);AP(5);
o996	16	1	Day16,15:23	Day16,16:3	Day16,16:48	4	3	29	AJ(15);BG(8);AA(6);
o997	16	2	Day16,15:23	Day16,16:3	Day16,16:58	6	3	27	AX(14);AC(9);AG(4);
o998	16	2	Day16,16:6	Day16,16:16	Day16,17:8	2	1	26	AH(26);
o999	16	2	Day16,16:16	Day16,16:41	Day16,17:26	3	2	28	AV(22);AZ(6);
o1000	16	1	Day16,16:3	Day16,16:58	Day16,17:43	1	4	29	AF(8);BA(8);AU(7);AD(6);
o1001	16	2	Day16,16:41	Day16,17:6	Day16,17:53	5	2	28	AQ(20);BD(8);
o1002	16	1	Day16,16:58	Day16,17:38	Day16,18:23	4	3	31	AY(15);AW(9);AF(7);
o1003	16	2	Day16,17:6	Day16,17:46	Day16,18:33	6	3	26	AJ(11);AN(9);AP(6);
o1004	16	2	Day16,17:59	Day16,18:24	Day16,19:9	1	2	36	AK(20);AH(16);
o1005	16	1	Day16,17:38	Day16,18:33	Day16,19:19	2	4	25	AB(8);AS(7);AD(5);AU(5);
o1006	16	2	Day16,18:24	Day16,18:49	Day16,19:34	3	2	25	AJ(15);BE(10);
o1007	16	1	Day16,18:33	Day16,19:13	Day16,19:58	4	3	27	AR(13);AW(11);AY(3);
o1008	16	1	Day16,19:14	Day16,19:39	Day16,20:24	1	2	29	AE(21);AH(8);
o1009	16	2	Day16,18:49	Day16,19:44	Day16,20:34	5	4	27	BB(9);AF(8);BA(5);AD(5);
o1010	16	1	Day16,19:39	Day16,20:4	Day16,20:49	2	2	26	AX(16);AC(10);
o1011	16	2	Day16,19:44	Day16,20:24	Day16,21:9	3	3	30	BG(11);AP(10);AN(9);
o1012	16	1	Day16,20:4	Day16,21:14	Day16,21:59	4	5	26	AU(7);AB(7);AS(5);AF(4);BB(3);
o1013	16	2	Day16,21:14	Day16,21:24	Day16,22:9	1	1	26	AV(26);
o1014	16	1	Day16,21:14	Day16,21:39	Day16,22:24	2	2	44	AY(23);AW(21);
o1015	16	2	Day16,21:24	Day16,21:49	Day16,22:34	3	2	35	AH(23);AK(12);
o1016	16	1	Day16,21:39	Day16,22:4	Day16,22:49	5	2	27	AJ(16);AA(11);
o1017	17	2	Day16,21:49	Day16,22:29	Day16,23:14	6	3	32	BF(15);BE(9);AP(8);
o1018	17	1	Day16,22:4	Day16,22:44	Day16,23:29	4	3	29	AX(14);AC(9);AG(6);
o1019	17	2	Day16,22:29	Day16,23:24	Day17,0:9	1	4	28	AD(9);AS(7);AB(6);AF(6);
o1020	17	1	Day16,23:6	Day16,23:31	Day17,0:19	2	2	31	AR(19);AW(12);
o1021	17	2	Day16,23:24	Day16,23:49	Day17,0:34	3	2	26	AH(14);AT(12);
o1022	17	1	Day16,23:31	Day16,23:56	Day17,0:44	4	2	25	AB(13);BB(12);
o1023	17	2	Day16,23:49	Day17,0:29	Day17,1:14	5	3	35	AP(12);BC(12);AN(11);
o1024	17	1	Day16,23:56	Day17,0:51	Day17,1:36	6	4	25	AU(9);AD(8);BA(6);AS(2);
o1025	17	2	Day17,0:49	Day17,1:14	Day17,1:59	1	2	27	AX(20);AG(7);
o1026	17	1	Day17,0:51	Day17,1:16	Day17,2:9	2	2	29	BG(18);AJ(11);
o1027	17	2	Day17,1:14	Day17,1:39	Day17,2:24	3	2	25	AV(16);AZ(9);
o1028	17	1	Day17,1:16	Day17,1:41	Day17,2:34	4	2	26	AQ(16);BD(10);
o1029	17	2	Day17,1:39	Day17,2:4	Day17,2:49	5	2	28	AY(14);AF(14);
o1030	17	1	Day17,1:41	Day17,2:6	Day17,2:59	6	2	26	AK(13);AE(13);
o1031	17	2	Day17,2:4	Day17,2:44	Day17,3:29	1	3	28	AA(10);AP(10);BE(8);
o1032	17	1	Day17,2:6	Day17,3:1	Day17,3:46	7	4	26	AD(10);AB(9);BB(4);AU(3);
o1033	17	1	Day17,7:19	Day17,7:29	Day17,8:14	1	1	27	AW(27);
o1034	17	2	Day17,7:19	Day17,7:29	Day17,8:24	2	1	34	AH(34);
o1035	17	1	Day17,7:29	Day17,7:54	Day17,8:39	3	2	28	AL(19);AI(9);
o1036	17	2	Day17,7:29	Day17,8:9	Day17,8:54	4	3	30	AN(14);BG(10);AJ(6);
o1037	17	1	Day17,7:54	Day17,9:4	Day17,9:49	5	5	26	AB(7);AD(6);AS(6);AF(4);AU(3);
o1038	17	2	Day17,8:42	Day17,9:7	Day17,9:59	1	2	32	AX(20);AC(12);
o1039	17	1	Day17,9:4	Day17,9:29	Day17,10:14	2	2	27	AK(17);AH(10);
o1040	17	2	Day17,9:7	Day17,9:32	Day17,10:24	3	2	28	BF(17);AP(11);
o1041	17	1	Day17,9:29	Day17,9:54	Day17,10:39	4	2	28	AY(15);AR(13);
o1042	17	2	Day17,9:56	Day17,10:36	Day17,11:21	5	3	28	AW(14);AF(10);AB(4);
o1043	17	1	Day17,9:56	Day17,10:36	Day17,11:31	6	3	29	AT(14);AH(10);AK(5);
o1044	17	1	Day17,10:36	Day17,11:16	Day17,12:1	1	3	30	AN(11);AJ(10);AP(9);
o1045	17	2	Day17,10:36	Day17,11:31	Day17,12:16	2	4	25	AD(10);AU(5);BA(5);BB(5);
o1046	17	1	Day17,11:38	Day17,11:48	Day17,12:33	3	1	25	AM(25);
o1047	17	2	Day17,11:38	Day17,12:3	Day17,12:48	4	2	34	AH(22);AE(12);
o1048	17	1	Day17,11:48	Day17,12:13	Day17,12:58	5	2	28	AV(22);AZ(6);
o1049	17	2	Day17,12:3	Day17,12:28	Day17,13:13	1	2	30	AW(19);AR(11);
o1050	17	1	Day17,12:13	Day17,12:38	Day17,13:23	6	2	29	BE(15);AA(14);
o1051	17	2	Day17,12:28	Day17,13:8	Day17,13:53	2	3	29	BG(13);AP(9);AN(7);
o1052	17	1	Day17,12:38	Day17,13:33	Day17,14:18	3	4	28	AB(10);BB(7);AD(6);AF(5);
o1053	17	2	Day17,15:20	Day17,15:45	Day17,16:30	1	2	34	AK(22);AH(12);
o1054	17	1	Day17,15:20	Day17,15:45	Day17,16:40	2	2	27	AC(15);AX(12);
o1055	17	1	Day17,15:45	Day17,16:25	Day17,17:10	3	3	29	AY(13);AW(11);AF(5);
o1056	17	2	Day17,15:45	Day17,16:25	Day17,17:20	4	3	28	BC(12);AJ(9);AN(7);
o1057	17	1	Day17,17:15	Day17,17:40	Day17,18:25	1	2	31	AW(22);AY(9);
o1058	17	2	Day17,17:15	Day17,17:40	Day17,18:35	2	2	37	AP(20);BF(17);
o1059	17	1	Day17,17:40	Day17,18:5	Day17,18:50	3	2	26	AQ(19);BD(7);
o1060	17	2	Day17,17:40	Day17,18:5	Day17,19:0	4	2	26	AH(17);AK(9);
o1061	17	1	Day17,18:5	Day17,18:45	Day17,19:30	5	3	33	AD(13);AU(11);AB(9);
o1062	17	2	Day17,18:5	Day17,18:45	Day17,19:40	6	3	27	AX(12);AC(8);AG(7);
o1063	17	1	Day17,18:45	Day17,19:25	Day17,20:10	1	3	29	AJ(11);BG(11);AA(7);
o1064	17	2	Day17,19:2	Day17,19:27	Day17,20:20	2	2	36	AH(22);AT(14);
o1065	17	1	Day17,19:25	Day17,20:5	Day17,20:50	3	3	31	AW(12);AR(12);AY(7);
o1066	17	2	Day17,19:27	Day17,20:7	Day17,21:0	4	3	31	AS(11);BB(10);AF(10);
o1067	17	1	Day17,20:5	Day17,20:45	Day17,21:30	5	3	31	AN(11);AP(10);BE(10);
o1068	17	2	Day17,20:40	Day17,21:5	Day17,21:50	1	2	28	AV(20);AZ(8);
o1069	17	1	Day17,20:45	Day17,21:10	Day17,22:0	2	2	26	AX(17);AC(9);
o1070	17	2	Day17,21:5	Day17,21:30	Day17,22:15	3	2	31	AJ(17);BC(14);
o1071	17	1	Day17,21:10	Day17,21:35	Day17,22:25	4	2	28	AH(16);AK(12);
o1072	17	2	Day17,21:30	Day17,21:55	Day17,22:40	6	2	28	AD(14);AB(14);
o1073	18	1	Day17,21:35	Day17,22:15	Day17,23:0	5	3	34	BG(12);AP(11);AN(11);
o1074	18	2	Day17,22:31	Day17,22:56	Day17,23:41	1	2	36	AF(19);AY(17);
o1075	18	1	Day17,22:31	Day17,22:56	Day17,23:51	2	2	27	BF(17);AP(10);
o1076	18	1	Day17,22:56	Day17,23:21	Day18,0:6	3	2	28	AW(17);AR(11);
o1077	18	2	Day17,22:56	Day17,23:21	Day18,0:16	4	2	25	AL(16);AI(9);
o1078	18	1	Day17,23:21	Day17,23:46	Day18,0:31	5	2	29	AE(15);AH(14);
o1079	18	2	Day17,23:21	Day18,0:1	Day18,0:46	6	3	34	AA(12);AN(11);AJ(11);
o1080	18	1	Day17,23:46	Day18,0:26	Day18,1:11	1	3	26	BB(10);AS(9);AU(7);
o1081	18	2	Day18,0:14	Day18,0:39	Day18,1:24	2	2	41	AH(23);AK(18);
o1082	18	2	Day18,0:39	Day18,1:4	Day18,1:49	4	2	25	AW(13);AB(12);
o1083	18	1	Day18,0:26	Day18,1:6	Day18,1:59	3	3	27	AX(15);AG(7);AC(5);
o1084	18	2	Day18,1:4	Day18,1:44	Day18,2:29	5	3	33	AJ(11);AP(11);BE(11);
o1085	18	1	Day18,1:6	Day18,1:46	Day18,2:39	6	3	25	AD(10);AF(9);AS(6);
o1086	18	2	Day18,1:44	Day18,1:54	Day18,2:49	1	1	26	AM(26);
o1087	18	1	Day18,2:10	Day18,2:35	Day18,3:20	2	2	43	AW(24);AR(19);
o1088	18	2	Day18,2:10	Day18,2:35	Day18,3:30	3	2	30	AV(24);AZ(6);
o1089	18	1	Day18,2:35	Day18,3:0	Day18,3:45	4	2	28	AQ(20);BD(8);
o1090	18	2	Day18,2:35	Day18,3:0	Day18,3:55	5	2	30	BG(20);AJ(10);
o1091	18	1	Day18,3:0	Day18,3:40	Day18,4:25	1	3	28	AH(13);AK(9);AT(6);
o1092	18	2	Day18,3:0	Day18,3:40	Day18,4:35	6	3	31	AF(12);AD(10);BB(9);
o1093	18	2	Day18,3:41	Day18,3:51	Day18,4:45	3	1	26	AO(26);
o1094	18	2	Day18,3:51	Day18,4:16	Day18,5:1	4	2	28	AX(18);AC(10);
o1095	18	1	Day18,3:40	Day18,4:20	Day18,5:11	2	3	27	AP(9);BE(9);AA(9);
o1096	18	2	Day18,4:16	Day18,4:41	Day18,5:26	5	2	28	AW(16);AB(12);
o1097	18	1	Day18,4:20	Day18,4:45	Day18,5:36	7	2	27	BC(15);AN(12);
o1098	18	2	Day18,4:41	Day18,5:21	Day18,6:6	1	3	25	AH(11);AE(8);AK(6);
o1099	18	1	Day18,4:45	Day18,5:40	Day18,6:25	3	4	28	AU(11);AD(7);BA(6);AF(4);
o1100	18	2	Day18,5:37	Day18,6:2	Day18,6:47	2	2	41	AP(22);BF(19);
o1101	18	1	Day18,5:40	Day18,6:5	Day18,6:57	4	2	36	AR(19);AY(17);
o1102	18	2	Day18,6:2	Day18,6:42	Day18,7:27	5	3	26	AH(15);AK(8);AE(3);
o1103	18	1	Day18,6:5	Day18,6:45	Day18,7:37	6	3	29	AJ(11);AA(10);BG(8);
o1104	18	1	Day18,7:10	Day18,7:20	Day18,8:5	2	1	34	AV(34);
o1105	18	2	Day18,6:42	Day18,7:22	Day18,8:15	1	3	26	AF(10);AS(9);AB(7);
o1106	18	1	Day18,7:20	Day18,7:45	Day18,8:30	3	2	29	AN(18);BE(11);
o1107	18	2	Day18,7:22	Day18,7:47	Day18,8:40	4	2	28	AW(18);AY(10);
o1108	18	1	Day18,7:45	Day18,8:10	Day18,8:55	5	2	27	AH(15);AK(12);
o1109	18	2	Day18,7:47	Day18,8:27	Day18,9:12	6	3	32	AX(14);AC(10);AG(8);
o1110	18	1	Day18,8:10	Day18,8:50	Day18,9:35	2	3	28	BB(13);AD(10);AU(5);
o1111	18	2	Day18,8:27	Day18,9:7	Day18,9:52	1	3	26	AJ(10);AP(8);BG(8);
o1112	18	1	Day18,11:8	Day18,11:33	Day18,12:18	3	2	32	AH(20);AE(12);
o1113	18	2	Day18,11:8	Day18,11:33	Day18,12:28	4	2	26	AR(16);AY(10);
o1114	18	1	Day18,11:33	Day18,12:13	Day18,12:58	1	3	32	AP(12);AN(11);BG(9);
o1115	18	2	Day18,11:33	Day18,12:13	Day18,13:8	2	3	32	AB(12);AF(11);AW(9);
